S.No,AppTag,LOB,AuthReq,ImmediateTxf,ClarfierQuestion,NextAction
534,discount_student-vague,SHARED_MM_BW,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE 
535,discount_student-vague,BW_PROD_BW,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_QUESTION
536,discount_student-vague,FOREMOST_AGENT_FOREMOST,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_QUESTION
537,discount_student-vague,FARM_PL_FAS,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,FAS_AUTO_MENU_DISCOUNT
538,discount_student-vague,SHARED_MM_FARMERSERVICE,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
539,discount_student-vague,FARMER_SALES_FARMER_TRAINING,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
540,discount_student-vague,FARMER_VANITY_VANITY,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
541,discount_student-vague,SHARED_MM_HOMEOWNER,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
542,discount_student-vague,21V,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
543,discount_student-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
544,discount_student-vague,21SV,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
545,discount_student-vague,21SM,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
546,discount_student-vague,SHARED_MAIN_MENU_FWS,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.student.discounts.on.existing.auto.policies.or.student.discounts.on.new.homeowners.policies,POLICY_CHANGE
547,discount_umbrella-vague,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE 
548,discount_umbrella-vague,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
549,discount_umbrella-vague,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_SERVICE
550,discount_umbrella-vague,FARM_PL_FAS,Y,N,NA,FAS_AUTO_MENU_DISCOUNT 
551,discount_umbrella-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
552,discount_umbrella-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
553,discount_umbrella-vague,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
554,discount_umbrella-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
555,discount_umbrella-vague,21V,Y,N,NA,POLICY_CHANGE
556,discount_umbrella-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
557,discount_umbrella-vague,21SV,Y,N,NA,POLICY_CHANGE
558,discount_umbrella-vague,21SM,Y,N,NA,POLICY_CHANGE
559,discount_umbrella-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
560,discount-vague,SHARED_MM_BW,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE 
561,discount-vague,BW_PROD_BW,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_QUESTION
562,discount-vague,FOREMOST_AGENT_FOREMOST,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_QUESTION
563,discount-vague,FARM_PL_FAS,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_QUESTION
564,discount-vague,SHARED_MM_FARMERSERVICE,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
565,discount-vague,FARMER_SALES_FARMER_TRAINING,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
566,discount-vague,FARMER_VANITY_VANITY,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
567,discount-vague,SHARED_MM_HOMEOWNER,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
568,discount-vague,21V,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
569,discount-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
570,discount-vague,21SV,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
571,discount-vague,21SM,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
572,discount-vague,SHARED_MAIN_MENU_FWS,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.discounts.on.existing.auto.policies.or.discounts.on.new.homeowners.policies,POLICY_CHANGE
573,document-query,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE 
574,document-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
575,document-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
576,document-query,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
577,document-query,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
578,document-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
579,document-query,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
580,document-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
581,document-query,21V,Y,N,NA,POLICY_CHANGE
582,document-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
583,document-query,21SV,Y,N,NA,POLICY_CHANGE
584,document-query,21SM,Y,N,NA,POLICY_CHANGE
585,document-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
586,eligibility_auto-vague,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
587,eligibility_auto-vague,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
588,eligibility_auto-vague,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_SERVICE
589,eligibility_auto-vague,FARM_PL_FAS,Y,N,NA,FAS_ELIGIBILITY
590,eligibility_auto-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
591,eligibility_auto-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
592,eligibility_auto-vague,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
593,eligibility_auto-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
594,eligibility_auto-vague,21V,Y,N,NA,POLICY_CHANGE
595,eligibility_auto-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
596,eligibility_auto-vague,21SV,Y,N,NA,POLICY_CHANGE
597,eligibility_auto-vague,21SM,Y,N,NA,POLICY_CHANGE
598,eligibility_auto-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
599,eligibility_homeowners-vague,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
600,eligibility_homeowners-vague,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
601,eligibility_homeowners-vague,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_SERVICE
602,eligibility_homeowners-vague,FARM_PL_FAS,Y,N,NA,FAS_ELIGIBILITY
603,eligibility_homeowners-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
604,eligibility_homeowners-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
605,eligibility_homeowners-vague,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
606,eligibility_homeowners-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
607,eligibility_homeowners-vague,21V,Y,N,NA,POLICY_CHANGE
608,eligibility_homeowners-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
609,eligibility_homeowners-vague,21SV,Y,N,NA,POLICY_CHANGE
610,eligibility_homeowners-vague,21SM,Y,N,NA,POLICY_CHANGE
611,eligibility_homeowners-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
612,eligibility-vague,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
613,eligibility-vague,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
614,eligibility-vague,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
615,eligibility-vague,FARM_PL_FAS,Y,N,NA,POLICY_QUESTION
616,eligibility-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
617,eligibility-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
618,eligibility-vague,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
619,eligibility-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
620,eligibility-vague,21V,Y,N,NA,POLICY_CHANGE
621,eligibility-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
622,eligibility-vague,21SV,Y,N,NA,POLICY_CHANGE
623,eligibility-vague,21SM,Y,N,NA,POLICY_CHANGE
624,eligibility-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
625,endorsement-query,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
626,endorsement-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
627,endorsement-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
628,endorsement-query,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
629,endorsement-query,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
630,endorsement-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
631,endorsement-query,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
632,endorsement-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
633,endorsement-query,21V,Y,N,NA,POLICY_CHANGE
634,endorsement-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
635,endorsement-query,21SV,Y,N,NA,POLICY_CHANGE
636,endorsement-query,21SM,Y,N,NA,POLICY_CHANGE
637,endorsement-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
638,epolicy-query,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
639,epolicy-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
640,epolicy-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
641,epolicy-query,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
642,epolicy-query,SHARED_MM_FARMERSERVICE,Y,N,NA,WEBSITE_HELP
643,epolicy-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,WEBSITE_HELP
644,epolicy-query,FARMER_VANITY_VANITY,Y,N,NA,WEBSITE_HELP
645,epolicy-query,SHARED_MM_HOMEOWNER,Y,N,NA,WEBSITE_HELP
646,epolicy-query,21V,Y,N,NA,POLICY_CHANGE
647,epolicy-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
648,epolicy-query,21SV,Y,N,NA,POLICY_CHANGE
649,epolicy-query,21SM,Y,N,NA,POLICY_CHANGE
650,epolicy-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
651,extension-vague,SHARED_MM_BW,Y,N,NA,SHARED_MAIN_MENU_REP
652,extension-vague,BW_PROD_BW,Y,N,NA,BW_PROD_MM_EXTENSION
653,extension-vague,FOREMOST_AGENT_FOREMOST,Y,N,NA,BW_PROD_MM_EXTENSION
654,extension-vague,FARM_PL_FAS,Y,N,NA,FAS_CALL_INIT_REP
655,extension-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,SHARED_MAIN_MENU_REP
656,extension-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,SHARED_MAIN_MENU_REP
657,extension-vague,FARMER_VANITY_VANITY,Y,N,NA,SHARED_MAIN_MENU_REP
658,extension-vague,SHARED_MM_HOMEOWNER,Y,N,NA,SHARED_MAIN_MENU_REP
659,extension-vague,21V,Y,N,NA,21ST_SALES_EXTENSION
660,extension-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,21ST_SALES_EXTENSION
661,extension-vague,21SV,Y,N,NA,21ST_SALES_EXTENSION
662,extension-vague,21SM,Y,N,NA,21ST_SALES_EXTENSION
663,extension-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,SHARED_MAIN_MENU_REP
664,foremoststar-query,SHARED_MM_BW,Y,N,NA,FOREMOST_STAR
665,foremoststar-query,BW_PROD_BW,Y,N,NA,FOREMOST_STAR
666,foremoststar-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,FOREMOST_STAR
667,foremoststar-query,FARM_PL_FAS,Y,N,NA,FOREMOST_STAR
668,foremoststar-query,SHARED_MM_FARMERSERVICE,Y,N,NA,FOREMOST_STAR
669,foremoststar-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,FOREMOST_STAR
670,foremoststar-query,FARMER_VANITY_VANITY,Y,N,NA,FOREMOST_STAR
671,foremoststar-query,SHARED_MM_HOMEOWNER,Y,N,NA,FOREMOST_STAR
672,foremoststar-query,21V,Y,N,NA,FOREMOST_STAR
673,foremoststar-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,FOREMOST_STAR
674,foremoststar-query,21SV,Y,N,NA,FOREMOST_STAR
675,foremoststar-query,21SM,Y,N,NA,FOREMOST_STAR
676,foremoststar-query,SHARED_MAIN_MENU_FWS,Y,N,NA,FOREMOST_STAR
677,forms-query,SHARED_MM_BW,Y,N,NA,SHARED_MAIN_MENU_CARDS
678,forms-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
679,forms-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
680,forms-query,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
681,forms-query,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
682,forms-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
683,forms-query,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
684,forms-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
685,forms-query,21V,Y,N,NA,POLICY_CHANGE
686,forms-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
687,forms-query,21SV,Y,N,NA,POLICY_CHANGE
688,forms-query,21SM,Y,N,NA,POLICY_CHANGE
689,forms-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
690,inspection-query,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
691,inspection-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
692,inspection-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
693,inspection-query,FARM_PL_FAS,Y,N,NA,POLICY_QUESTION
694,inspection-query,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
695,inspection-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
696,inspection-query,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
697,inspection-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
698,inspection-query,21V,Y,N,NA,POLICY_CHANGE
699,inspection-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
700,inspection-query,21SV,Y,N,NA,POLICY_CHANGE
701,inspection-query,21SM,Y,N,NA,POLICY_CHANGE
702,inspection-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
703,insurance_card-query,SHARED_MM_BW,Y,N,NA,SHARED_MAIN_MENU_CARDS
704,insurance_card-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
705,insurance_card-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
706,insurance_card-query,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
707,insurance_card-query,SHARED_MM_FARMERSERVICE,Y,N,NA,SHARED_MAIN_MENU_CARD 
708,insurance_card-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,SHARED_MAIN_MENU_CARD 
709,insurance_card-query,FARMER_VANITY_VANITY,Y,N,NA,SHARED_MAIN_MENU_CARD 
710,insurance_card-query,SHARED_MM_HOMEOWNER,Y,N,NA,SHARED_MAIN_MENU_CARD 
711,insurance_card-query,21V,Y,N,NA,SHARED_MAIN_MENU_CARD 
712,insurance_card-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,SHARED_MAIN_MENU_CARD 
713,insurance_card-query,21SV,Y,N,NA,SHARED_MAIN_MENU_CARD 
714,insurance_card-query,21SM,Y,N,NA,SHARED_MAIN_MENU_CARD 
715,insurance_card-query,SHARED_MAIN_MENU_FWS,Y,N,NA,SHARED_MAIN_MENU_CARD 
716,lienholder-change,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
717,lienholder-change,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
718,lienholder-change,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
719,lienholder-change,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
720,lienholder-change,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
721,lienholder-change,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
722,lienholder-change,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
723,lienholder-change,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
724,lienholder-change,21V,Y,N,NA,POLICY_CHANGE
725,lienholder-change,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
726,lienholder-change,21SV,Y,N,NA,POLICY_CHANGE
727,lienholder-change,21SM,Y,N,NA,POLICY_CHANGE
728,lienholder-change,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
729,lienholder-query,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
730,lienholder-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
731,lienholder-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
732,lienholder-query,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
733,lienholder-query,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
734,lienholder-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
735,lienholder-query,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
736,lienholder-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
737,lienholder-query,21V,Y,N,NA,POLICY_CHANGE
738,lienholder-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
739,lienholder-query,21SV,Y,N,NA,POLICY_CHANGE
740,lienholder-query,21SM,Y,N,NA,POLICY_CHANGE
741,lienholder-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
742,loss-query,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
743,loss-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
744,loss-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
745,loss-query,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
746,loss-query,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
747,loss-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
748,loss-query,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
749,loss-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
750,loss-query,21V,Y,N,NA,POLICY_CHANGE
751,loss-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
752,loss-query,21SV,Y,N,NA,POLICY_CHANGE
753,loss-query,21SM,Y,N,NA,POLICY_CHANGE
754,loss-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
755,mailing_list-unsubscribe,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
756,mailing_list-unsubscribe,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
757,mailing_list-unsubscribe,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
758,mailing_list-unsubscribe,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
759,mailing_list-unsubscribe,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
760,mailing_list-unsubscribe,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
761,mailing_list-unsubscribe,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
762,mailing_list-unsubscribe,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
763,mailing_list-unsubscribe,21V,Y,N,NA,POLICY_CHANGE
764,mailing_list-unsubscribe,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
765,mailing_list-unsubscribe,21SV,Y,N,NA,POLICY_CHANGE
766,mailing_list-unsubscribe,21SM,Y,N,NA,POLICY_CHANGE
767,mailing_list-unsubscribe,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
768,mileage-query,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
769,mileage-query,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
770,mileage-query,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
771,mileage-query,FARM_PL_FAS,Y,N,NA,POLICY_QUESTION
772,mileage-query,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
773,mileage-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
774,mileage-query,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
775,mileage-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
776,mileage-query,21V,Y,N,NA,POLICY_CHANGE
777,mileage-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
778,mileage-query,21SV,Y,N,NA,POLICY_CHANGE
779,mileage-query,21SM,Y,N,NA,POLICY_CHANGE
780,mileage-query,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
781,name-change,SHARED_MM_BW,Y,N,NA,POLICY_CHANGE
782,name-change,BW_PROD_BW,Y,N,NA,POLICY_QUESTION
783,name-change,FOREMOST_AGENT_FOREMOST,Y,N,NA,POLICY_QUESTION
784,name-change,FARM_PL_FAS,Y,N,NA,FASMM_PL_MN
785,name-change,SHARED_MM_FARMERSERVICE,Y,N,NA,POLICY_CHANGE
786,name-change,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE
787,name-change,FARMER_VANITY_VANITY,Y,N,NA,POLICY_CHANGE
788,name-change,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE
789,name-change,21V,Y,N,NA,POLICY_CHANGE
790,name-change,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,POLICY_CHANGE
791,name-change,21SV,Y,N,NA,POLICY_CHANGE
792,name-change,21SM,Y,N,NA,POLICY_CHANGE
793,name-change,SHARED_MAIN_MENU_FWS,Y,N,NA,POLICY_CHANGE
794,none-none,SHARED_MM_BW,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.make.a.payment.or.update.billing.information,SHARED_MAIN_MENU
795,none-none,BW_PROD_BW,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.make.a.payment.or.update.billing.information,POLICY_QUESTION
796,none-none,FOREMOST_AGENT_FOREMOST,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.make.a.payment.or.update.billing.information,POLICY_QUESTION
797,none-none,FARM_PL_FAS,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.make.a.payment.or.update.billing.information,FAS_CALL_INIT_REP
798,none-none,SHARED_MM_FARMERSERVICE,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.make.a.payment.or.update.billing.information,SHARED_MAIN_MENU_REP
799,none-none,FARMER_SALES_FARMER_TRAINING,Y,N,In.order.to.get.you.to.the.right.place.can.you.tell.me.a.little.more.about.why.youre.calling.You.can.say.things.like.make.a.payment.or.update.billing.information,SHARED_MAIN_MENU_REP
